token,domain,leg,decision_date,price,outcome,res_date,volume,question,CE,S
10543796747987526217726719445503113036676541789761379932363198740436075720933,other-binary,yes,2025-01-20,0.1405,0.0,2025-02-09 12:00:00.000,8862284.68531611,Will the Bills win Super Bowl 2025?,-0.1405,0
65899342545197974464674790375677332783836387984276968232607993321656475710546,other-binary,yes,2025-01-13,0.1535,0.0,2025-02-09 12:00:00.000,6399020.27254501,Will the Ravens win Super Bowl 2025?,-0.1535,0
44496525088677969212608424691084899842806265405266245973131576352260105857324,other-binary,no,2025-01-20,0.8595,1.0,2025-02-09 12:00:00.000,8862284.68531611,Will the Bills win Super Bowl 2025?,0.14049999999999996,0
24457538192307362260130901215385681960887087239978986650052790651700145579385,other-binary,no,2025-01-12,0.7655,1.0,2025-02-09 12:00:00.000,12167588.6404789,Will the Lions win Super Bowl 2025?,0.23450000000000004,0
32913191084151568159961778433708656480121261742825050053826470640755980486658,other-binary,no,2025-01-07,0.9575,1.0,2025-02-09 12:00:00.000,6450183.56028005,Will the Vikings win Super Bowl 2025?,0.04249999999999998,0
76207117548175632242715193607301312356843350840124758208471427542927315686727,crypto/financial,no,2025-02-07,0.51,0.0,2025-02-14 12:00:00.000,5217482.832123,"Ethereum above $2,700 on February 14?",-0.51,2
52359056386318674274700947714564813468057007010943077759310317618217714862148,crypto/financial,yes,2025-02-07,0.49,1.0,2025-02-14 12:00:00.000,5217482.832123,"Ethereum above $2,700 on February 14?",0.51,2
7335630785946116680591336507965313288831710468958917901279210617913444658937,crypto/financial,yes,2025-02-07,0.53,1.0,2025-02-14 12:00:00.000,10056695.402617,"Bitcoin above $97,000 on February 14?",0.47,2
5529199461441583085836865465631665383458159552239115897972529555529332480700,crypto/financial,no,2025-02-07,0.47,0.0,2025-02-14 12:00:00.000,10056695.402617,"Bitcoin above $97,000 on February 14?",-0.47,2
23084583598172054535556855062369289127322171411788341968795923964559411646710,sports/other,eagles,2025-02-03,0.47,1.0,2025-02-16 12:00:00.000,17538567.611072,Super Bowl LIX Winner,0.53,0
37220070791342015701427580324830917729104228909239839216901635895034019813787,sports/other,chiefs,2025-02-03,0.53,0.0,2025-02-16 12:00:00.000,17538567.611072,Super Bowl LIX Winner,-0.53,0
46170718677339495648435492459077367668216793601074770377073078173626671320755,politics,yes,2025-02-17,0.955,1.0,2025-02-23 12:00:00.000,11315209.134728,Will Union win the most seats in the next German election?,0.04500000000000004,1
102073669368079455662248607998779400621724038228832004867216736035692981690438,politics,no,2025-02-17,0.045,0.0,2025-02-23 12:00:00.000,11315209.134728,Will Union win the most seats in the next German election?,-0.045,1
33140494091730733872309680642738152256791055755911659524336076986555946766208,politics,no,2025-02-17,0.956,1.0,2025-02-23 12:00:00.000,18597089.079314,Will AfD win the most seats in the next German election?,0.04400000000000004,1
70725071323267489796578137047432522753253842045053305424361728601928113038228,politics,yes,2025-02-17,0.044,0.0,2025-02-23 12:00:00.000,18597089.079314,Will AfD win the most seats in the next German election?,-0.044,1
19291014711449241581891722391111915115293102119114083097956425935925516552246,other-binary,yes,2025-04-29,0.973,1.0,2025-02-23 12:00:00.000,8653917.429013,Will Friedrich Merz be the next Chancellor of Germany?,0.027000000000000024,0
14989869239062381839846278778664468886107549060800883316588184930890078091442,other-binary,no,2025-04-29,0.027,0.0,2025-02-23 12:00:00.000,8653917.429013,Will Friedrich Merz be the next Chancellor of Germany?,-0.027,0
49141352436757065418114809516232490332122476179609203010413349562076686911869,other-binary,no,2025-02-22,0.39,1.0,2025-02-28 12:00:00.000,27507326.472995,Will Kanye launch a coin in February?,0.61,0
40796770317612137942464744861719571050079006177667734162950751694650600914946,crypto/financial,yes,2025-02-18,0.37,1.0,2025-02-28 12:00:00.000,4420019.415421,"Will Bitcoin dip to $90,000 by February 28, 2025?",0.63,2
36741517184834776978822993844126807124693728431262390909298457205912928756142,crypto/financial,yes,2025-02-19,0.11,1.0,2025-02-28 12:00:00.000,4737626.787572,"Will Bitcoin dip to $85,000 by February 28, 2025?",0.89,2
37430467153933607317570014342254363690401738389354966414962754899867059664975,crypto/financial,no,2025-02-19,0.89,0.0,2025-02-28 12:00:00.000,4737626.787572,"Will Bitcoin dip to $85,000 by February 28, 2025?",-0.89,2
102749195127110669510203811217935769381455235519738275687903053071181463373513,crypto/financial,no,2025-02-18,0.63,0.0,2025-02-28 12:00:00.000,4420019.415421,"Will Bitcoin dip to $90,000 by February 28, 2025?",-0.63,2
75225030670558632440769351620781713566252631196298400408280257677925960118896,other-binary,yes,2025-02-22,0.61,0.0,2025-02-28 12:00:00.000,27507326.472995,Will Kanye launch a coin in February?,-0.61,0
110029657107373809870733195431083018188617129571551255913640257442170639926312,other-binary,no,2025-03-12,0.835,0.0,2025-03-15 12:00:00.000,9824901.649265,U.S. Government funding lapse on March 15?,-0.835,0
38236598342491303152364421973300502578732152123493806980881863251221928118496,other-binary,yes,2025-03-12,0.165,1.0,2025-03-15 12:00:00.000,9824901.649265,U.S. Government funding lapse on March 15?,0.835,0
84404545665642736163147199311465812729929064435437776471057885230010324444001,crypto/financial,no,2025-03-12,0.0345,0.0,2025-03-19 12:00:00.000,17161804.938166,No change in Fed interest rates after March 2025 meeting?,-0.0345,2
36985952389507121027489287608663328433585265985125393395085818029245397624615,crypto/financial,yes,2025-03-12,0.9655,1.0,2025-03-19 12:00:00.000,17161804.938166,No change in Fed interest rates after March 2025 meeting?,0.034499999999999975,2
31361078953599085620148709414894486777711482989707029427747081469972237802868,crypto/financial,no,2025-03-12,0.9725,1.0,2025-03-19 12:00:00.000,17180913.164155,Fed decreases interest rates by 25 bps after March 2025 meeting?,0.02749999999999997,2
89116530978908711797607850110372348932106298082008228479003610418450546304140,crypto/financial,yes,2025-03-12,0.0275,0.0,2025-03-19 12:00:00.000,17180913.164155,Fed decreases interest rates by 25 bps after March 2025 meeting?,-0.0275,2
26365190860051485520881303780790757172573711500096589264268581481864193005373,geopolitics,no,2025-03-15,0.935,1.0,2025-03-21 12:00:00.000,5570175.617364,Russia x Ukraine Ceasefire by Friday? ,0.06499999999999995,1
66407228542871929890379791698200930818258253108861102711116317425776318466759,geopolitics,yes,2025-03-15,0.065,0.0,2025-03-21 12:00:00.000,5570175.617364,Russia x Ukraine Ceasefire by Friday? ,-0.065,1
112558755924718460234886660735924945440101652053027076572983682174857414560700,crypto/financial,yes,2025-03-25,0.032,0.0,2025-03-31 12:00:00.000,5033087.295531,"Will Bitcoin dip to $70,000 by March 31?",-0.032,2
102912736534505697937268380805572848578986075780860105171946853753457563019041,geopolitics,no,2025-03-22,0.605,0.0,2025-03-31 12:00:00.000,5748304.618242,Energy infrastructure ceasefire in Ukraine in March? ,-0.605,1
45411404249175765872960610692620299620240155519322981330571643381900240699387,crypto/financial,no,2025-03-25,0.968,1.0,2025-03-31 12:00:00.000,5033087.295531,"Will Bitcoin dip to $70,000 by March 31?",0.03200000000000003,2
109970651176121403252159754024370129059652825889148156585230424023205581043227,politics,no,2025-03-25,0.795,1.0,2025-03-31 12:00:00.000,32369092.703828,Yoon out as president of South Korea before April?,0.20499999999999996,1
103129598327320833094153238353989718216399579546782217077338017725266975735219,geopolitics,yes,2025-03-22,0.395,1.0,2025-03-31 12:00:00.000,5748304.618242,Energy infrastructure ceasefire in Ukraine in March? ,0.605,1
60725874250423703620094276151916802462347260149939877434146037169740775578517,geopolitics,yes,2025-03-18,0.2525,1.0,2025-03-31 12:00:00.000,7079947.244644,Ukraine agrees to Trump mineral deal before April?,0.7475,1
19581875847511870332319795513136572323104448524830954515426555865929792709452,geopolitics,no,2025-03-18,0.7475,0.0,2025-03-31 12:00:00.000,7079947.244644,Ukraine agrees to Trump mineral deal before April?,-0.7475,1
65531890960620521636722962602070636045391871664724162278228684734040995313321,politics,yes,2025-03-25,0.205,0.0,2025-03-31 12:00:00.000,32369092.703828,Yoon out as president of South Korea before April?,-0.205,1
58781505717926624277984281081589995558710883316003192730835391573855951015680,politics,no,2025-04-23,0.405,1.0,2025-04-28 12:00:00.000,4638784.633479,Liberals win majority in Canadian election?,0.595,0
107945661229032133314278422758316384974042957235190601935788628895276141846095,politics,no,2025-04-23,0.805,1.0,2025-04-28 12:00:00.000,67376035.838465,Will Pierre Poilievre be the next Canadian Prime Minister?,0.19499999999999995,0
304223829867910478181460849192477530685410813637096841629263146254608207526,politics,yes,2025-04-23,0.195,0.0,2025-04-28 12:00:00.000,67376035.838465,Will Pierre Poilievre be the next Canadian Prime Minister?,-0.195,0
104323795219482755518144268228031432844910229461966467824082511757051209697616,politics,yes,2025-04-23,0.595,0.0,2025-04-28 12:00:00.000,4638784.633479,Liberals win majority in Canadian election?,-0.595,0
93461831585981361375689392604723410879333396901845804953583336558947477629285,politics,no,2025-04-23,0.935,1.0,2025-04-28 12:00:00.000,7322211.32496,Conservatives win majority in Canadian election?,0.06499999999999995,0
97369614101217511684993615789719226906296227283714425485701044468625942166745,politics,yes,2025-04-23,0.8045,1.0,2025-04-28 12:00:00.000,5152025.201466,Will the Liberal Party win the most seats in the next Canadian election?,0.1955,0
48952750429657642960055162641062928821410444955685152331077701459969485564432,politics,yes,2025-04-23,0.065,0.0,2025-04-28 12:00:00.000,7322211.32496,Conservatives win majority in Canadian election?,-0.065,0
29677413448356631423250052573262008356913370083986817030510370064664558041792,politics,yes,2025-04-23,0.802,1.0,2025-04-28 12:00:00.000,36416000.185007,Will Mark Carney be the next Canadian Prime Minister?,0.19799999999999995,0
115500896288417093456030036113841947954779737078916313348905317033023580388531,politics,no,2025-04-23,0.198,0.0,2025-04-28 12:00:00.000,36416000.185007,Will Mark Carney be the next Canadian Prime Minister?,-0.198,0
21327072417587669226550088663423754854049108497487219483025613376775942905902,other-binary,no,2025-05-13,0.0695,0.0,2025-04-28 12:00:00.000,4811447.770381,Will the next Government of Canada be a Liberal minority?,-0.0695,0
75208872934092892782346915875442071132113885198251493791913911026398860945533,politics,no,2025-04-23,0.1955,0.0,2025-04-28 12:00:00.000,5152025.201466,Will the Liberal Party win the most seats in the next Canadian election?,-0.1955,0
9708203345027856824421334131386079766122407206455663889077270680322040523378,other-binary,yes,2025-05-13,0.9305,1.0,2025-04-28 12:00:00.000,4811447.770381,Will the next Government of Canada be a Liberal minority?,0.0695,0
95786924372760057572092804419385993470890190892343223404877167501659835222533,politics,no,2025-04-23,0.9775,1.0,2025-04-29 12:00:00.000,6796181.626846,Will Putin meet with Trump in first 100 days?,0.022499999999999964,0
51732369759485835627051150412913500844102328664046935611067633256196381227415,politics,no,2025-01-15,0.255,0.0,2025-04-29 12:00:00.000,6087387.385208,Will Trump pardon Ross Ulbricht in his first 100 days?,-0.255,3
13348516836908618750311635130136250579776777556434982422925871243398060376104,politics,yes,2025-01-15,0.745,1.0,2025-04-29 12:00:00.000,6087387.385208,Will Trump pardon Ross Ulbricht in his first 100 days?,0.255,3
25742247876332768458781360292043764039507900813404980298479194684402595556451,politics,yes,2025-04-23,0.0225,0.0,2025-04-29 12:00:00.000,6796181.626846,Will Putin meet with Trump in first 100 days?,-0.0225,0
102876909107184446484962995174710572858190376964139447948263895643413242660677,crypto/financial,yes,2025-04-23,0.075,0.0,2025-04-29 12:00:00.000,23324353.367396,Will Trump create Bitcoin reserve in first 100 days?,-0.075,1
15260030474401637547988724347750124574588252581599474544130642926166584463581,crypto/financial,no,2025-04-23,0.925,1.0,2025-04-29 12:00:00.000,23324353.367396,Will Trump create Bitcoin reserve in first 100 days?,0.07499999999999996,1
24635636911615866092589652362670811323984202357282728474473612545495782013438,other-binary,yes,2025-01-15,0.63,1.0,2025-04-30 12:00:00.000,119653357.735965,TikTok banned in the US before May 2025?,0.37,0
103053425250973678774511445111794550219894168767117105428671308838533416116274,crypto/financial,no,2025-03-10,0.555,0.0,2025-04-30 12:00:00.000,6253067.825541,Will Fed end QT before May?,-0.555,2
40512153726140979349962936463141898179437788077397702575621092542561027021417,politics,no,2025-04-01,0.645,0.0,2025-04-30 12:00:00.000,40212917.298398,Yoon out as president of South Korea before May?,-0.645,0
113855018188629272815215854048561973882380218497310887470128856217081250720455,politics,yes,2025-04-09,0.425,1.0,2025-04-30 12:00:00.000,11020745.16158,Will Trump lower tariffs on China in April? ,0.575,0
77833150719418088778043805955239482801946237829699651267940477301583416794868,other-binary,no,2025-01-15,0.37,0.0,2025-04-30 12:00:00.000,119653357.735965,TikTok banned in the US before May 2025?,-0.37,0
57798819323817029409567254351342206694466587025755225164724763801594674674042,crypto/financial,yes,2025-04-24,0.256,0.0,2025-04-30 12:00:00.000,5083115.723805,Will Bitcoin reach $100k in April?,-0.256,1
3485527574732787936912024452124432320769152521602862541331994969625729645537,politics,yes,2025-04-01,0.355,1.0,2025-04-30 12:00:00.000,40212917.298398,Yoon out as president of South Korea before May?,0.645,0
108211118887905827198085240321612246840377385685588945381741674294231397172455,politics,no,2025-04-09,0.575,0.0,2025-04-30 12:00:00.000,11020745.16158,Will Trump lower tariffs on China in April? ,-0.575,0
44407002829930199437472312074866766147875754181270014400546712835153853177235,crypto/financial,yes,2025-03-10,0.445,1.0,2025-04-30 12:00:00.000,6253067.825541,Will Fed end QT before May?,0.5549999999999999,2
70420530247609575824258402486557627751198361004051609640733948499826801660965,crypto/financial,no,2025-04-24,0.744,1.0,2025-04-30 12:00:00.000,5083115.723805,Will Bitcoin reach $100k in April?,0.256,1
98945477733637858465450962476891912492157644608695960144630357224784270311308,geopolitics,yes,2025-04-27,0.145,1.0,2025-04-30 12:00:00.000,6833523.777216,Trump x Ukraine mineral deal signed before May?,0.855,0
52982491303438112278337036753629405834646885153731085969871623394262949047171,geopolitics,no,2025-04-27,0.855,0.0,2025-04-30 12:00:00.000,6833523.777216,Trump x Ukraine mineral deal signed before May?,-0.855,0
37751409168070890064130120440261893477731574247683404267820510185194430319527,crypto/financial,no,2025-04-30,0.105,0.0,2025-05-07 12:00:00.000,20629387.641397,No change in Fed interest rates after May 2025 meeting?,-0.105,1
26743053013371365007476551740114280533872198414218154821939946443052738700427,crypto/financial,yes,2025-04-30,0.095,0.0,2025-05-07 12:00:00.000,21653201.774564,Fed decreases interest rates by 25 bps after May 2025 meeting?,-0.095,1
11948977256049640505529515118442328278366541768796561243240603850147585003221,crypto/financial,yes,2025-04-30,0.895,1.0,2025-05-07 12:00:00.000,20629387.641397,No change in Fed interest rates after May 2025 meeting?,0.10499999999999998,1
46427314982690900148482746737016368405968699801898624292882516041999385167082,crypto/financial,no,2025-04-30,0.905,1.0,2025-05-07 12:00:00.000,21653201.774564,Fed decreases interest rates by 25 bps after May 2025 meeting?,0.09499999999999997,1
71945447487908072913539944351108556445877630230054960874211366702658776786055,politics,yes,2025-04-28,0.825,1.0,2025-05-13 12:00:00.000,4204557.171808,Will Anthony Albanese be the next Prime Minister of Australia after the 2025 election?,0.17500000000000004,0
104094217825243601318944078548579083817498745055367434143028512174813549803832,politics,no,2025-04-28,0.175,0.0,2025-05-13 12:00:00.000,4204557.171808,Will Anthony Albanese be the next Prime Minister of Australia after the 2025 election?,-0.175,0
18458162592837689721996344954167351928734097423381925941564594611689887466481,sports/other,dan,2025-05-16,0.127,0.0,2025-05-18 12:00:00.000,6947261.525977,Will Dan or Simion win the diaspora vote?,-0.127,0
88266025542817161364686897397480180108924111014176367167489946499735798764853,sports/other,simion,2025-05-16,0.873,1.0,2025-05-18 12:00:00.000,6947261.525977,Will Dan or Simion win the diaspora vote?,0.127,0
12000674920991755992211074758866949296981843307621554385852540153569787669909,politics,no,2025-05-26,0.61,0.0,2025-05-18 12:00:00.000,31735999.949038,Will Karol Nawrocki be the next President of Poland?,-0.61,0
26812700826372746481172636987633815882922966365778605665435667938609578718313,other-binary,no,2025-05-14,0.735,1.0,2025-05-18 12:00:00.000,6483478.386467,Will Nicușor Dan win by 0–6%?,0.265,0
102603723772151433015093716159417164387700738827751640567658925292897123095416,other-binary,yes,2025-05-14,0.265,0.0,2025-05-18 12:00:00.000,6483478.386467,Will Nicușor Dan win by 0–6%?,-0.265,0
52378310446953465163845338048369876961360578335284428810587513450420811578746,politics,yes,2025-05-26,0.39,1.0,2025-05-18 12:00:00.000,31735999.949038,Will Karol Nawrocki be the next President of Poland?,0.61,0
9985510571211594606436989364549728150268400968429116207816527248582274291346,politics,yes,2025-05-26,0.615,0.0,2025-05-18 12:00:00.000,40863065.298881,Will Rafał Trzaskowski be the next President of Poland?,-0.615,0
26963939649322789349727688217808483900531309170844444429623426186547291349164,other-binary,yes,2025-05-14,0.042,0.0,2025-05-18 12:00:00.000,7891266.898406,Will Nicușor Dan win by more than 12%?,-0.042,0
34808728998940652154385832086463951364715856988216743701483182107829097480471,other-binary,no,2025-05-14,0.958,1.0,2025-05-18 12:00:00.000,7891266.898406,Will Nicușor Dan win by more than 12%?,0.04200000000000004,0
63119942334882787606419137606863555765323884724855768952970215624223482096441,other-binary,no,2025-05-14,0.9145,0.0,2025-05-18 12:00:00.000,6494331.727631,Will Nicușor Dan win by 6–12%?,-0.9145,0
41976020466050148414873367869098585225252695563679099592668981438632982042468,other-binary,yes,2025-05-14,0.0855,1.0,2025-05-18 12:00:00.000,6494331.727631,Will Nicușor Dan win by 6–12%?,0.9145,0
95044204495071447962354072933210357509612220350121617225795580441278155097858,politics,no,2025-05-26,0.385,1.0,2025-05-18 12:00:00.000,40863065.298881,Will Rafał Trzaskowski be the next President of Poland?,0.615,0
62709375383923814869977456765063282976045681596031352818429732730905580937231,other-binary,no,2025-05-09,0.865,1.0,2025-05-25 12:00:00.000,5039821.548948,Will Real Madrid win La Liga?,0.135,0
47553162493414811486870038530350680568802679366470542950419301690651662494680,other-binary,no,2025-05-09,0.125,0.0,2025-05-25 12:00:00.000,5820887.65850004,Will Barcelona win La Liga?,-0.125,0
113257124005600784096298443691360349241514955570631886753683004295807824352982,other-binary,yes,2025-05-09,0.135,0.0,2025-05-25 12:00:00.000,5039821.548948,Will Real Madrid win La Liga?,-0.135,0
55454353719937318627429740756252070452437249649822315291059265167265908099894,other-binary,yes,2025-05-09,0.875,1.0,2025-05-25 12:00:00.000,5820887.65850004,Will Barcelona win La Liga?,0.125,0
86960243408482463446813999345263072561280516246429155873240774618158609278919,other-binary,yes,2025-05-24,0.5865,1.0,2025-05-31 12:00:00.000,51320576.4557441,Will Paris Saint-Germain win the UEFA Champions League?,0.4135,0
27781646288157299221231937848882248426299380512684153043708593177117225544140,crypto/financial,yes,2025-05-25,0.26,0.0,2025-05-31 12:00:00.000,4748065.896106,Will Bitcoin reach $115k in May?,-0.26,1
108455658871593933281610100985335550824316005504750317167886921837210241495309,other-binary,yes,2025-03-06,0.0265,0.0,2025-05-31 12:00:00.000,27136004.4218702,Will Atletico Madrid win the UEFA Champions League?,-0.0265,0
86737884225646373837811376378539682738582118586381380962232589753097828192439,other-binary,yes,2025-02-12,0.0265,0.0,2025-05-31 12:00:00.000,6978774.16140899,Will Atalanta win the UEFA Champions League?,-0.0265,0
96778778499247858687433556610778629595253498100364033069368145728686917930097,other-binary,no,2025-05-24,0.4135,0.0,2025-05-31 12:00:00.000,51320576.4557441,Will Paris Saint-Germain win the UEFA Champions League?,-0.4135,0
16739931363523649884877784637448662063185828762514620865245377306670715895485,crypto/financial,no,2025-05-25,0.74,1.0,2025-05-31 12:00:00.000,4748065.896106,Will Bitcoin reach $115k in May?,0.26,1
86483031689140333734272445665115945644146345093570730529426663545888462451606,other-binary,no,2025-02-12,0.9735,1.0,2025-05-31 12:00:00.000,6978774.16140899,Will Atalanta win the UEFA Champions League?,0.026499999999999968,0
65364971108743229299115080961714574928050691076397658748681151538041220144291,other-binary,no,2025-05-25,0.5885,1.0,2025-05-31 12:00:00.000,82978657.0443518,Will Inter Milan win the UEFA Champions League?,0.4115,0
38626294313509935541386699081410949237349566230461651187135121754117545664676,other-binary,yes,2025-05-25,0.4115,0.0,2025-05-31 12:00:00.000,82978657.0443518,Will Inter Milan win the UEFA Champions League?,-0.4115,0
5018817901111982878728176956282553123786192040644922757050681836478011775649,other-binary,no,2025-03-06,0.9735,1.0,2025-05-31 12:00:00.000,27136004.4218702,Will Atletico Madrid win the UEFA Champions League?,0.026499999999999968,0
51065820024953363490670182710439037573318647236535170302710017550835558016479,geopolitics,no,2025-05-25,0.9765,1.0,2025-05-31 12:00:00.000,7157114.275138,Russia x Ukraine ceasefire before June?,0.023499999999999965,1
51206068829202482808997744250457558395293933138002765306124728156263180732277,geopolitics,yes,2025-05-25,0.0235,0.0,2025-05-31 12:00:00.000,7157114.275138,Russia x Ukraine ceasefire before June?,-0.0235,1
29030897329307172599553990206132812934979835881376363178873011632381485527814,crypto/financial,yes,2025-05-25,0.027,0.0,2025-05-31 12:00:00.000,8925263.984326,Will Bitcoin dip to $90k in May?,-0.027,1
77055076357812951831472321262033383202251599075941521602020571215962007569987,other-binary,no,2025-03-05,0.9645,1.0,2025-05-31 12:00:00.000,46780244.180184,Will Bayer Leverkusen win the UEFA Champions League?,0.035499999999999976,0
12053437356027729931455506123877053557374410774474691493403764589791648317342,crypto/financial,no,2025-05-25,0.9695,1.0,2025-05-31 12:00:00.000,4863907.519751,Will Bitcoin reach $125k in May?,0.03049999999999997,1
58226112641429592177575946488567042587635410397777837870529302512925944455428,crypto/financial,yes,2025-05-25,0.0305,0.0,2025-05-31 12:00:00.000,4863907.519751,Will Bitcoin reach $125k in May?,-0.0305,1
113944511437047286070977074222535617181404611267671592896303826271480616303572,other-binary,no,2025-04-09,0.9725,1.0,2025-05-31 12:00:00.000,133113813.382904,Will Aston Villa win the UEFA Champions League?,0.02749999999999997,0
91416376047010624789509815944567714135624496925676598074916210489132578520112,other-binary,yes,2025-03-05,0.0355,0.0,2025-05-31 12:00:00.000,46780244.180184,Will Bayer Leverkusen win the UEFA Champions League?,-0.0355,0
99783600150356388200901356620677924301368215712131972929922568123558174082826,crypto/financial,no,2025-05-25,0.973,1.0,2025-05-31 12:00:00.000,8925263.984326,Will Bitcoin dip to $90k in May?,0.027000000000000024,1
17148991929546304218678959738430213065524880357303658607403556776126482126118,other-binary,yes,2025-04-09,0.0275,0.0,2025-05-31 12:00:00.000,133113813.382904,Will Aston Villa win the UEFA Champions League?,-0.0275,0
99411334425902703658683253204769223403565953040153033011786000321779826252253,politics,no,2025-05-28,0.445,1.0,2025-06-03 12:00:00.000,13094030.56774,Will South Korea presidential election winner get over 50% of votes?,0.5549999999999999,0
107417995374400377271307805095329408599778670911157340797283576250675472200724,politics,no,2025-05-28,0.5,1.0,2025-06-03 12:00:00.000,6176032.109745,Will Lee Jae-myung win 50-55% of the vote in the South Korea election?,0.5,0
8244887069181497912836918267538114937053899007338270971140230589189609077608,politics,yes,2025-05-28,0.5,0.0,2025-06-03 12:00:00.000,6176032.109745,Will Lee Jae-myung win 50-55% of the vote in the South Korea election?,-0.5,0
113303915533968969267395806730188650601007754210854289561069127202989424327521,politics,yes,2025-05-28,0.555,0.0,2025-06-03 12:00:00.000,13094030.56774,Will South Korea presidential election winner get over 50% of votes?,-0.555,0
77444435762420711044339640645792265526010696615911175439180482698545420366139,politics,no,2025-05-27,0.099,0.0,2025-06-03 12:00:00.000,88035547.447225,Will Lee Jae-myung be elected the next president of South Korea?,-0.099,0
18822784153190851550851612255252920987837453672524508605110353969172591296446,politics,yes,2025-05-28,0.895,1.0,2025-06-03 12:00:00.000,4882739.177934,Will Lee Jun-seok win 3rd place in the South Korean presidential election?,0.10499999999999998,0
71478424707380487699025895098550370420510667058289851133693351951484982032805,politics,yes,2025-05-28,0.4,1.0,2025-06-03 12:00:00.000,6157737.577165,Will Lee Jae-myung win 45-50% of the vote in the South Korea election?,0.6,0
69882391340699096495264020246008340608113379735346301314338714168490129760891,politics,no,2025-04-29,0.9295,1.0,2025-06-03 12:00:00.000,23780140.489083,Will Han Duck-soo be the People's Power Party candidate for president?,0.07050000000000001,0
111705684490190589592295984660493450220439325137748085761024325650578405176223,politics,no,2025-05-28,0.105,0.0,2025-06-03 12:00:00.000,4882739.177934,Will Lee Jun-seok win 3rd place in the South Korean presidential election?,-0.105,0
51232298620598808211128525927309438802348162042910033094563587361673541000756,politics,yes,2025-04-29,0.0705,0.0,2025-06-03 12:00:00.000,23780140.489083,Will Han Duck-soo be the People's Power Party candidate for president?,-0.0705,0
88367287191881225139620787713565692597802556472947648475077029086743269748668,politics,yes,2025-05-27,0.0895,0.0,2025-06-03 12:00:00.000,73197949.803466,Will Kim Moon-soo be elected the next president of South Korea?,-0.0895,0
81571664702088275676361008077896353891715141859428403243395296966269838397575,politics,no,2025-05-27,0.9105,1.0,2025-06-03 12:00:00.000,73197949.803466,Will Kim Moon-soo be elected the next president of South Korea?,0.08950000000000002,0
106153378961102532315642223211322829491902773315904192835321056658787574388535,politics,yes,2025-05-27,0.901,1.0,2025-06-03 12:00:00.000,88035547.447225,Will Lee Jae-myung be elected the next president of South Korea?,0.09899999999999998,0
113880270696856190567048894989778537624723834424187196949538319161839574040652,politics,no,2025-05-28,0.6,0.0,2025-06-03 12:00:00.000,6157737.577165,Will Lee Jae-myung win 45-50% of the vote in the South Korea election?,-0.6,0
42732666566615324810487840547538773808217520832406624513917058955766826446525,other-binary,yes,2025-05-25,0.808,1.0,2025-06-05 12:00:00.000,37391614.253381,Will the Indiana Pacers win the Eastern Conference?,0.19199999999999995,0
20631260345186725316139595407306880915553068212829560319351759831564342076751,other-binary,no,2025-05-25,0.192,0.0,2025-06-05 12:00:00.000,37391614.253381,Will the Indiana Pacers win the Eastern Conference?,-0.192,0
62996785535523114309343163045404827643241662923160380217094524101266771616742,other-binary,yes,2025-05-07,0.276,0.0,2025-06-05 12:00:00.000,7200741.10033,Will the Cleveland Cavaliers win the Eastern Conference?,-0.276,0
32324719360120844940415459473599316432105137822056503767780806297010609003586,other-binary,no,2025-05-07,0.724,1.0,2025-06-05 12:00:00.000,7200741.10033,Will the Cleveland Cavaliers win the Eastern Conference?,0.276,0
65967216251857507279243075042676806465110823124938912499390682307845642853507,other-binary,yes,2025-06-01,0.47,1.0,2025-06-08 12:00:00.000,5113394.389272,Will Carlos Alcaraz win the 2025 French Open?,0.53,0
3675334934192719788359590309622605793338068401311045901695799375078677202774,other-binary,no,2025-06-01,0.53,0.0,2025-06-08 12:00:00.000,5113394.389272,Will Carlos Alcaraz win the 2025 French Open?,-0.53,0
36390717936372746391289704283263123445079118730599731659392294228980748319183,crypto/financial,no,2025-06-11,0.9785,1.0,2025-06-18 12:00:00.000,22347675.300958,Fed decreases interest rates by 25 bps after June 2025 meeting?,0.021499999999999964,0
76716978061000337976118775823237305754635471486273544675473025333022147209928,crypto/financial,no,2025-06-11,0.0245,0.0,2025-06-18 12:00:00.000,28071372.791282,No change in Fed interest rates after June 2025 meeting?,-0.0245,0
68046695472248272727543027597015771748863497493648721835081384395985280231101,crypto/financial,yes,2025-06-11,0.9755,1.0,2025-06-18 12:00:00.000,28071372.791282,No change in Fed interest rates after June 2025 meeting?,0.024499999999999966,0
72590024726245493077522454398168089576836207607927418208000602748203871211427,crypto/financial,yes,2025-06-11,0.0215,0.0,2025-06-18 12:00:00.000,22347675.300958,Fed decreases interest rates by 25 bps after June 2025 meeting?,-0.0215,0
61488429679824811048260311221402315399588724590490910505416928319692300062739,sports/other,thunder,2025-06-07,0.59,1.0,2025-06-21 00:30:00.000,5022898.399287,Thunder vs. Pacers,0.41000000000000003,0
46741667374359006482611348910695433711657619345444561736608864383253626406210,sports/other,pacers,2025-06-07,0.41,0.0,2025-06-21 00:30:00.000,5022898.399287,Thunder vs. Pacers,-0.41,0
43682921349788459221086566001037857296489189303841048859027181915681496618059,other-binary,no,2025-05-25,0.957,1.0,2025-06-23 12:00:00.000,9626994.082908,Will the New York Knicks win the 2025 NBA Finals?,0.04300000000000004,0
